document_id,file_name,requirement_id,requirement_text,word_count,extraction_confidence,has_modal,has_number,testable_signal,vague_terms_found,incomplete_signals,subjective_terms_found,seed_label,seed_primary_label,human_label,human_primary_label,review_notes,llm_prediction,llm_rationale,llm_source_span,llm_rewrite,llm_confidence,accepted_by_human,text_quality_alpha_ratio
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0047,Such configurations must be saved in the user profile.,9,high,True,False,False,,,,clean,clean,,,,,,,,,,0.8333333333333334
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0048,The System user interface must be suitable for users with special needs;,12,high,True,False,False,,,,clean,clean,,,,,,,,,,0.8333333333333334
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0050,The System must provide End User and Administrator functions which are easy to use and intuitive throughout.,17,high,True,False,False,easy,,easy; intuitive,ambiguity; non_testability,ambiguity,,,,,,,,,,0.8425925925925926
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0051,The System must allow persistent defaults for data entry where desirable.,11,high,True,False,False,,,low,non_testability,non_testability,,,,,,,,,,0.8493150684931506
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0052,These defaults should include:,4,high,True,False,False,,trailing_colon,,incompleteness,incompleteness,,,,,,,,,,0.8666666666666667
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0053,Frequently-executed System transactions must be designed so that they can be completed with a small number of interactions (e.g.,21,high,True,False,False,,,,clean,clean,,,,,,,,,,0.828125
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0054,"Where the System employs a graphical user interface, it must allow users to customise it.",15,high,True,False,False,,,low,non_testability,non_testability,,,,,,,,,,0.8202247191011236
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0055,"Customisation should include, but need not be limited to the following changes:",12,high,True,False,False,,trailing_colon,low,incompleteness; non_testability,incompleteness,,,,,,,,,,0.8354430379746836
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0056,The user interfaces should be designed to make them user-intuitive.,11,high,True,False,False,,,intuitive,non_testability,non_testability,,,,,,,,,,0.835820895522388
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0057,The user interfaces of the system should comply with Standard ISO 9241.,12,high,True,True,True,,,,clean,clean,,,,,,,,,,0.7746478873239436
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0058,ISO 9241-20 shall be the standard for guidance on ICT,11,high,True,True,True,,,,clean,clean,,,,,,,,,,0.6981132075471698
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0059,Software accessibility ISO 9241-171 shall be the standard for guidance on software accessibility.,14,high,True,True,True,,,,clean,clean,,,,,,,,,,0.7835051546391752
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0060,User interfaces should meet its requirements and recommendations.,8,high,True,False,False,,,,clean,clean,,,,,,,,,,0.8769230769230769
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0061,Content accessibility WCAG 1.0 shall be the standard used for guidance on content accessibility.,15,high,True,True,True,,,,clean,clean,,,,,,,,,,0.8229166666666666
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0062,"All non-text media objects, such as graphical images or video, should be provided with alternative equivalent textual descriptions and/or with equivalent text-based functionality.",26,high,True,False,False,and/or,and/or,,ambiguity; incompleteness,ambiguity,,,,,,,,,,0.8435754189944135
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0063,"Navigation should be designed to help users understand where they are, where they have been and where they can go next.",21,high,True,False,False,,,,clean,clean,,,,,,,,,,0.8151260504201681
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0064,should provide the user with a clear and sufficient indication of where he or she is in the navigation structure and of the current segment position with respect to the overall structure.,32,high,True,False,False,sufficient,,sufficient,ambiguity; non_testability,ambiguity,,,,,,,,,,0.8288770053475936
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0065,Alternative access paths for navigating to a specific unit of content should be offered to support different navigation strategies.,19,high,True,False,False,support,,,ambiguity,ambiguity,,,,,,,,,,0.8549618320610687
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0066,"The number of navigation steps needed to reach a certain piece of content should be minimized as long as different mental models, navigation strategies and tasks of the user are taken into account.",33,high,True,False,False,,,,clean,clean,,,,,,,,,,0.8274111675126904
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0067,Splash screens should be avoided unless they provide useful content or feedback about the application state to the user.,19,high,True,False,False,about,,,ambiguity,ambiguity,,,,,,,,,,0.8416666666666667
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0068,"If a splash screen is used, a navigation option to skip it should be offered.",15,high,True,False,False,,,,clean,clean,,,,,,,,,,0.7922077922077922
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0069,Additional windows such as new browser windows or pop-up windows should only be opened if this supports the user’s task.,22,high,True,False,False,support,,,ambiguity,ambiguity,,,,,,,,,,0.8166666666666667
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0072,Vertical scrolling should be minimized.,5,high,True,False,False,,,,clean,clean,,,,,,,,,,0.8717948717948718
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0074,Horizontal scrolling should be avoided wherever possible.,7,high,True,False,False,,,,clean,clean,,,,,,,,,,0.8771929824561403
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0075,User interfaces should be designed to allow activation of controls by a variety of input devices.,16,high,True,False,False,,,low,non_testability,non_testability,,,,,,,,,,0.8350515463917526
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0077,User interfaces should be designed to be as robust as possible in the face of changing technology.,17,high,True,False,False,robust,,robust,ambiguity; non_testability,ambiguity,,,,,,,,,,0.826530612244898
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0078,Application pages should be designed and implemented so that there are acceptable opening times and download times for the expected range of technical contexts of use (e.g.,28,high,True,False,False,acceptable,,acceptable,ambiguity; non_testability,ambiguity,,,,,,,,,,0.8313953488372093
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0079,Potential user errors as well as the effort needed to recover from errors should be minimized.,16,high,True,False,False,,,,clean,clean,,,,,,,,,,0.8297872340425532
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0080,"The content of error messages shown on the pages or special error pages should clearly state the reason why the error occurred and, if possible, actions the user can take to resolve the error.",34,high,True,False,False,if possible,,,ambiguity,ambiguity,,,,,,,,,,0.8125
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0081,"When designing user interfaces for use by diverse groups, input and output of information elements such as currency, units of measurement, temperatures, date and time, phone numbers, address or postal codes should be designed so that they are usable.",39,high,True,False,False,,,,clean,clean,,,,,,,,,,0.82
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0082,"Text should be able to be resized by the user, using functions provided by the user agent or other appropriate means i.e.",23,high,True,False,False,appropriate,,,ambiguity,ambiguity,,,,,,,,,,0.8016528925619835
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0083,The quality of textual content with respect to spelling and grammar should be sufficient so as not to impede readability.,20,high,True,False,False,sufficient,,sufficient,ambiguity; non_testability,ambiguity,,,,,,,,,,0.8347107438016529
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0084,"The reading and understanding of the textual content on the screen should be supported by suitable means, including the use of short sentences, the division of the text into shorter chunks or the presentation of content items in the form of bullet points.",43,high,True,False,False,support,,,ambiguity,ambiguity,,,,,,,,,,0.8235294117647058
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0085,"Fast skimming of text should be supported by the provision of clear links, bulleted lists, highlighted keywords, logical headings, and short phrases and sentences.",24,high,True,False,False,fast; support,,fast; high,ambiguity; non_testability,ambiguity,,,,,,,,,,0.8282208588957055
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0086,Text presented on the pages should be readable taking into account the expected display characteristics and spatial arrangement.,18,high,True,False,False,,,,clean,clean,,,,,,,,,,0.859375
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0087,shall be consulted for screen text legibility requirements.,8,high,True,False,False,,,,clean,clean,,,,,,,,,,0.864406779661017
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0088,Within-page links should be clearly distinguishable from other links that lead to a different page.,16,high,True,False,True,,,,clean,clean,,,,,,,,,,0.8383838383838383
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0089,Text pages containing large proportions of links should,8,high,True,False,False,,,,clean,clean,,,,,,,,,,0.8727272727272727
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0090,"Navigation links — particularly links representing the main navigation structure — should be labelled with terms that are familiar to the user, based on his/her general knowledge, prior experience in the application domain or experience of using other systems.",38,high,True,False,False,,,,clean,clean,,,,,,,,,,0.8307692307692308
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0091,"The target or purpose of a link should be directly indicated by its label, avoiding generic labels such as “go” or “click here” except where the purpose of the link is clear from its context on the page or the labels have commonly understood semantics in the particular application domain.",50,high,True,False,False,,compound_requirement,,incompleteness,incompleteness,,,,,,,,,,0.8096885813148789
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0092,Links that open new browser windows or pop-up windows should be clearly marked.,14,high,True,False,False,,,,clean,clean,,,,,,,,,,0.8227848101265823
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0093,Navigation links should be clearly distinguishable from controls activating some action.,11,high,True,False,False,,,,clean,clean,,,,,,,,,,0.875
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0094,"If a document is either too long, dispersed over several pages or in a specific layout that is not suitable for online reading, a printer-friendly version of the document should be provided that prints the content in a form acceptable to the user (e.g.",46,high,True,False,False,acceptable; friendly; several,,acceptable; friendly,ambiguity; non_testability,ambiguity,,,,,,,,,,0.8055555555555556
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0095,space filled only with the background color should be used in such a way that it does not impair the visual skimming of the page.,25,high,True,False,False,,,,clean,clean,,,,,,,,,,0.8062015503875969
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0097,Selecting appropriate page lengths The length of a page should be selected so as to support the primary purpose and use of the page.,24,high,True,False,False,appropriate; support,,,ambiguity,ambiguity,,,,,,,,,,0.8181818181818182
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0100,"Colour should be used with care, taking into account human capabilities and restrictions in perceiving colour, and not as the only means of conveying information.",25,high,True,False,False,,,,clean,clean,,,,,,,,,,0.8333333333333334
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0101,Color should never be the only means of coding.,9,high,True,False,False,,,,clean,clean,,,,,,,,,,0.8085106382978723
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0103,"If frames are used, care should be taken to avoid possible problems, for example, those involving the use of the back button, bookmarking of pages, or scrolling of information.",29,high,True,False,False,,,,clean,clean,,,,,,,,,,0.8068181818181818
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0104,"If frames are used, an alternative way of presenting relevant information without frames should be provided.",16,high,True,False,False,,,,clean,clean,,,,,,,,,,0.8425925925925926
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0105,When style sheets and/or frames are turned off it should be possible for the user to read and understand the page;,22,high,True,False,False,and/or,and/or,,ambiguity; incompleteness,ambiguity,,,,,,,,,,0.8070175438596491
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0106,"alternatively, the user should be provided with an equivalent alternative text-only page.",13,high,True,False,False,,,,clean,clean,,,,,,,,,,0.8426966292134831
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0107,"Pages should be designed using consistent layout schemes, supporting the user in finding similar information at the same position on different pages.",22,high,True,False,False,support,,,ambiguity,ambiguity,,,,,,,,,,0.8456375838926175
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0109,Page titles should be placed in a consistent location on the different pages.,13,high,True,False,False,,,,clean,clean,,,,,,,,,,0.8311688311688312
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0110,"Observing principles of human perception When designing application pages, the general principles of human perception should be taken into account.",20,high,True,False,False,,,,clean,clean,,,,,,,,,,0.8571428571428571
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0111,The International Standards mentioned below shall be consulted for guidance.,10,high,True,False,False,,,low,non_testability,non_testability,,,,,,,,,,0.868421052631579
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0112,"In addition, when designing multimedia information presentations, the design principles and recommendations described in ISO 14915-1 to ISO 14915-3 should be taken into account.",26,high,True,True,True,,,,clean,clean,,,,,,,,,,0.7740112994350282
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0113,Each page should contain a link leading to the home page of the application or to a landmark page that is easy to recognize for the user.,27,high,True,False,True,easy,,easy,ambiguity,ambiguity,,,,,,,,,,0.8029197080291971
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0114,A separate navigation overview such as a site map should be provided for application showing the structure of the site in an overview form.,24,high,True,False,False,,,,clean,clean,,,,,,,,,,0.8273381294964028
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0115,"If navigation components (or overviews) are shown in conjunction with associated content, consistency between the navigation component and the content shown should be maintained by indicating in the navigation component (e.g.",32,high,True,False,False,,,,clean,clean,,,,,,,,,,0.84
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0116,Navigation components should be placed consistently on the pages or in the framesets in the pages of the application.,19,high,True,False,False,,,,clean,clean,,,,,,,,,,0.8376068376068376
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0120,"When providing different access paths or navigation structures for different user groups, the tasks and information needs of these user groups should be taken into consideration.",26,high,True,False,False,,,,clean,clean,,,,,,,,,,0.848314606741573
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0121,It should be made evident to the user when individualization and/or adaptation are used.,15,high,True,False,False,and/or,and/or,,ambiguity; incompleteness,ambiguity,,,,,,,,,,0.8295454545454546
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0122,"If predefined user profiles or user-specified profiles are used for individualizing or adapting content, the profile currently used should be made evident.",23,high,True,False,False,,,,clean,clean,,,,,,,,,,0.8451612903225807
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0124,"If user-specified profiles are used, users should be able to see, modify and delete that profile on demand.",19,high,True,False,False,,,,clean,clean,,,,,,,,,,0.8037383177570093
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0125,The user interfaces of the system should follow the guidelines specified under www.usability.gov,15,high,True,False,False,,,low,non_testability,non_testability,,,,,,,,,,0.8541666666666666
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0126,System Availability The System must be available to users:,9,high,True,False,False,,trailing_colon,,incompleteness,incompleteness,,,,,,,,,,0.8448275862068966
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0127,The planned downtime for the System must not exceed <xx> hours per <rolling three month period>.,16,high,True,False,True,,<; >,,incompleteness,incompleteness,,,,,,,,,,0.7916666666666666
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0128,Unplanned downtime for the System must not exceed <xx hours/minutes> per,12,high,True,False,True,,<; >,,incompleteness,incompleteness,,,,,,,,,,0.8194444444444444
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0129,The number of incidents of unplanned downtime for the System must not exceed,13,high,True,False,False,,,,clean,clean,,,,,,,,,,0.8421052631578947
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0130,"In the event of any software or hardware failure, it must be possible to restore the System (with inline synchronization) within no more than <xx> hours.",26,high,True,False,True,,<; >,,incompleteness,incompleteness,,,,,,,,,,0.7973856209150327
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0131,The System must provide adequate response times for commonly performed functions under both standard and peak conditions,17,high,True,False,False,adequate,,adequate,ambiguity; non_testability,ambiguity,,,,,,,,,,0.8666666666666667
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0132,The System must be able to perform a simple search within 5-8 seconds and a advanced search (multiple search criteria) within 10-15 seconds regardless of the storage capacity or number of cases in the system.,37,high,True,True,True,multiple; simple,,,ambiguity,ambiguity,,,,,,,,,,0.7836538461538461
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0133,"The System must be able to retrieve and display within 5-8 seconds the case which has been accessed within the previous 2 months, regardless of storage capacity or number of cases in the system.",35,high,True,True,True,,,,clean,clean,,,,,,,,,,0.7989690721649485
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0135,"The System must be able to retrieve and display within 20 seconds the case which has not been accessed within the previous 2 months, regardless of storage capacity or number of cases in the system.",35,high,True,True,True,,,,clean,clean,,,,,,,,,,0.8020304568527918
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0137,"The System be scaleable and must not have any features which would preclude use in small or large police stations, with varying numbers of cases handled.",26,high,True,False,False,,,,clean,clean,,,,,,,,,,0.8235294117647058
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0141,The systems should be designed with the following broad guidelines:,10,high,True,False,False,,trailing_colon,low,incompleteness; non_testability,incompleteness,,,,,,,,,,0.8507462686567164
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0142,The system should support multilingual interface The system should be designed in manner that operational data is not lost in case of any failure of equipment or communication network.,29,high,True,False,False,support,,,ambiguity,ambiguity,,,,,,,,,,0.842391304347826
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0143,The system should work even in an offline mode with the critical functionality The system should be designed to have satisfactory performance even in Police Stations connected on low-bandwidth The system should be implemented using Service Oriented Architecture (SOA) and have a modular design The system should be developed on Open Standards The system should be built on a common User Access and Authentication Service to ensure Single-Sign on for the end-user,75,high,True,False,False,,,low,non_testability,non_testability,,,,,,,,,,0.8354978354978355
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0144,The system should be developed for a centralized deployment and maintenance,11,high,True,False,False,,,,clean,clean,,,,,,,,,,0.8666666666666667
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0145,The system should be developed to be deployed in a 3-tier datacenter architecture,14,high,True,True,True,,,,clean,clean,,,,,,,,,,0.8271604938271605
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0146,The system should support SSL encrypted connections,7,high,True,False,False,support,,,ambiguity,ambiguity,,,,,,,,,,0.8823529411764706
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0147,The system should support secure virtual private network connections,9,high,True,False,False,secure; support,,,ambiguity,ambiguity,,,,,,,,,,0.8823529411764706
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0148,"The system should use HTTPS as the communication protocol, i.e., HTTP over an encrypted secure socket layer (SSL)",19,high,True,False,False,secure,,,ambiguity,ambiguity,,,,,,,,,,0.7964601769911505
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0149,The system should run on multiple browsers,7,high,True,False,False,multiple,,,ambiguity,ambiguity,,,,,,,,,,0.8571428571428571
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0150,The system should support selective encryption of the stored data,10,high,True,False,False,support,,,ambiguity,ambiguity,,,,,,,,,,0.8615384615384616
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0151,The system should ensure secure transmission of data over the network and utilize SSL,14,high,True,False,False,secure,,,ambiguity,ambiguity,,,,,,,,,,0.8470588235294118
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0152,and 2-way digital signatures The system should ensure high standards of security and access control through:,17,high,True,True,True,,trailing_colon,high,incompleteness,incompleteness,,,,,,,,,,0.8333333333333334
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0154,d) Prevent SQL Injection e) Utilize parameterized queries f) Sanitize the user-inputs g) Validate the data both at the client and server h) Do not allow hard delete and perform only soft tagging the row for deletion The system should ensure high scalability and performance through:,47,high,True,False,False,,compound_requirement; trailing_colon,high; low,incompleteness; non_testability,incompleteness,,,,,,,,,,0.8156028368794326
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0155,"d) Host all the static content (documents, images) on the web server e) The search results should be fetched from the database in batches of 10 or 20 maximum as configured within the application f) Display of records on the screen in batches/paged manner g) The search should fetch only the fields that need to be displayed to the user.",61,high,True,True,True,etc,etc,,ambiguity; incompleteness,ambiguity,,,,,,,,,,0.7857142857142857
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0156,Only when the user clicks on a particular record to view its further details should a query be fired to fetch the additional details for this particular record only h) A hierarchical cache should be configured and used for caching of results of most,44,high,True,False,False,etc,etc,,ambiguity; incompleteness,ambiguity,,,,,,,,,,0.8232931726907631
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0157,frequently used searches i) Database Indexes should be applied on the key columns used for searching,16,high,True,False,False,,,,clean,clean,,,,,,,,,,0.84
940102af70,0000 - gamma j.pdf,940102af70_R0038,System does not support customer order analysis.Appendix E:,9,medium,False,False,False,support,trailing_colon,,ambiguity; incompleteness,ambiguity,,,,,,,,,,0.847457627118644
940102af70,0000 - gamma j.pdf,940102af70_R0081,Web Store shall operate with the following internet browsers:,9,high,True,False,False,,trailing_colon,low,incompleteness; non_testability,incompleteness,,,,,,,,,,0.8524590163934426
